"date","high","volume","open","low","close","adjClose"
"2011-01-03T05:00:00.000Z",1423.9000244140625,28,1415.5999755859375,1413.699951171875,1422.5999755859375,1422.5999755859375
"2011-01-04T05:00:00.000Z",1410.9000244140625,122,1409.5999755859375,1375.800048828125,1378.5,1378.5
"2011-01-05T05:00:00.000Z",1384,175,1383.4000244140625,1364.199951171875,1373.4000244140625,1373.4000244140625
"2011-01-06T05:00:00.000Z",1376.5,158,1374.800048828125,1368.9000244140625,1371.4000244140625,1371.4000244140625
"2011-01-07T05:00:00.000Z",1377.199951171875,225,1372.699951171875,1355.5,1368.5,1368.5
"2011-01-10T05:00:00.000Z",1374,181,1369,1365.699951171875,1373.699951171875,1373.699951171875
"2011-01-11T05:00:00.000Z",1384.5,13,1375.4000244140625,1373.9000244140625,1384,1384
"2011-01-12T05:00:00.000Z",1385.5,204,1382.5999755859375,1378,1385.699951171875,1385.699951171875
"2011-01-13T05:00:00.000Z",1392.5,66,1386.0999755859375,1371.4000244140625,1386.9000244140625,1386.9000244140625
"2011-01-14T05:00:00.000Z",1376,252,1375,1356.699951171875,1360.4000244140625,1360.4000244140625
"2011-01-18T05:00:00.000Z",1371,106,1365.0999755859375,1359.199951171875,1368.0999755859375,1368.0999755859375
"2011-01-19T05:00:00.000Z",1376.199951171875,40,1371.9000244140625,1367,1370.199951171875,1370.199951171875
"2011-01-20T05:00:00.000Z",1367.699951171875,10,1367.699951171875,1345,1346.5,1346.5
"2011-01-21T05:00:00.000Z",1345.5999755859375,20,1341.699951171875,1338.5999755859375,1341,1341
"2011-01-24T05:00:00.000Z",1352.300048828125,2,1352.300048828125,1341.800048828125,1344.5,1344.5
"2011-01-25T05:00:00.000Z",1331.5,394,1330.4000244140625,1323.5999755859375,1332.300048828125,1332.300048828125
"2011-01-26T05:00:00.000Z",1341.699951171875,4,1333,1333,1333,1333
"2011-01-27T05:00:00.000Z",1342,210699,1342,1318.4000244140625,1318.4000244140625,1318.4000244140625
"2011-01-28T05:00:00.000Z",1346.5999755859375,73023,1314,1307.699951171875,1340.699951171875,1340.699951171875
"2011-01-31T05:00:00.000Z",1345.9000244140625,13657,1339,1323.300048828125,1333.800048828125,1333.800048828125
"2011-02-01T05:00:00.000Z",1342.9000244140625,3180,1333.0999755859375,1325.300048828125,1339.5999755859375,1339.5999755859375
"2011-02-02T05:00:00.000Z",1344,1363,1344,1327,1331.5,1331.5
"2011-02-03T05:00:00.000Z",1355.800048828125,1865,1335.5999755859375,1324.9000244140625,1352.300048828125,1352.300048828125
"2011-02-04T05:00:00.000Z",1360,591,1354.800048828125,1345,1348.300048828125,1348.300048828125
"2011-02-07T05:00:00.000Z",1353.800048828125,1004,1345.800048828125,1343.800048828125,1347.5999755859375,1347.5999755859375
"2011-02-08T05:00:00.000Z",1367,2536,1351.199951171875,1350,1363.4000244140625,1363.4000244140625
"2011-02-09T05:00:00.000Z",1366.5,146,1362.800048828125,1359.5999755859375,1364.800048828125,1364.800048828125
"2011-02-10T05:00:00.000Z",1364.5,312,1364.300048828125,1351.699951171875,1361.9000244140625,1361.9000244140625
"2011-02-11T05:00:00.000Z",1368.800048828125,488,1364,1355.199951171875,1359.9000244140625,1359.9000244140625
"2011-02-14T05:00:00.000Z",1365.5999755859375,181,1357.800048828125,1356.5999755859375,1364.5999755859375,1364.5999755859375
"2011-02-15T05:00:00.000Z",1376,321,1361.5999755859375,1361.5999755859375,1373.5999755859375,1373.5999755859375
"2011-02-16T05:00:00.000Z",1382,156,1373.5999755859375,1370.5,1374.699951171875,1374.699951171875
"2011-02-17T05:00:00.000Z",1384.699951171875,113,1377.699951171875,1377,1384.699951171875,1384.699951171875
"2011-02-18T05:00:00.000Z",1391.800048828125,98,1384.0999755859375,1381.800048828125,1388.199951171875,1388.199951171875
"2011-02-22T05:00:00.000Z",1408.699951171875,430,1395.0999755859375,1395.0999755859375,1400.5,1400.5
"2011-02-23T05:00:00.000Z",1413.800048828125,318,1397.800048828125,1397.800048828125,1413.4000244140625,1413.4000244140625
"2011-02-24T05:00:00.000Z",1415.300048828125,809,1415.0999755859375,1408.300048828125,1415.300048828125,1415.300048828125
"2011-02-25T05:00:00.000Z",1411,352,1401.699951171875,1401,1408.699951171875,1408.699951171875
"2011-02-28T05:00:00.000Z",1415.699951171875,205,1410.699951171875,1407.699951171875,1409.300048828125,1409.300048828125
"2011-03-01T05:00:00.000Z",1434.4000244140625,116,1415.300048828125,1415.300048828125,1430.699951171875,1430.699951171875
"2011-03-02T05:00:00.000Z",1440.5,1600,1432.5,1428.800048828125,1437.199951171875,1437.199951171875
"2011-03-03T05:00:00.000Z",1432.300048828125,244,1432.300048828125,1415.9000244140625,1416,1416
"2011-03-04T05:00:00.000Z",1429.800048828125,60,1418.9000244140625,1416.800048828125,1428.199951171875,1428.199951171875
"2011-03-07T05:00:00.000Z",1445,613,1434.5,1429.5,1434.0999755859375,1434.0999755859375
"2011-03-08T05:00:00.000Z",1432.5999755859375,198,1431.5999755859375,1424.300048828125,1426.9000244140625,1426.9000244140625
"2011-03-09T05:00:00.000Z",1435.699951171875,98,1430,1426.0999755859375,1429.300048828125,1429.300048828125
"2011-03-10T05:00:00.000Z",1429.800048828125,23,1429.5,1403.800048828125,1412.199951171875,1412.199951171875
"2011-03-11T05:00:00.000Z",1422.5999755859375,23,1413.699951171875,1404.9000244140625,1421.5,1421.5
"2011-03-14T04:00:00.000Z",1427.699951171875,58,1420,1420,1424.5999755859375,1424.5999755859375
"2011-03-15T04:00:00.000Z",1413.300048828125,20,1413.300048828125,1385.5,1392.5999755859375,1392.5999755859375
"2011-03-16T04:00:00.000Z",1404.199951171875,38,1398,1394.300048828125,1396,1396
"2011-03-17T04:00:00.000Z",1393.5999755859375,27,1387.699951171875,1387.699951171875,1404,1404
"2011-03-18T04:00:00.000Z",1419.300048828125,6,1406.4000244140625,1406.4000244140625,1415.9000244140625,1415.9000244140625
